Age,Gender,Ethnicity,BrCitizen,AgetoUK,UniYear,BSPub1R,BSPub2,BSPub3,BSPub4,BSPubResp,BSSlur1R,BSSlur2,BSSlur3,BSSlur4,BSSlur5,BSSlur6,BSSlur7,BSSlurResp,BSDrunkGroup2B,BSDrunk1,BSDrunk2,BSDrunk3,BSDrunk4,BSDrunk5,BSDrunk6,BSDrunk7,BSDrunkResp,BSDrunkRisk,LeftRight,GenTrust,CivEngPol1,CivEngVol1,CivEngPol2,CivEngVol2,CivEngVol3,CivEngPol3,CivEngVol4,CivEngPol4,DivPol1,DivPol2,DivPol3,DivPol4,DivPol5,DivPol6,DivPol7,DivPol8,FrEthn1,FrEthn2,FrEthn3,FrEthn4,FrEthn5,IOSblack,IOSsAs,IOSwhite,InteractBlack,InteractSAsian,InteractWBrit,InteractOthBr,InteractNonBr,SchoolBlack,SchoolSAsian,SchoolWhBr,SchoolOthBr,SchoolNonBr,SelfExp1,SelfExp2,SelfExp3,SelfExp4,DivValWhBr,DivValBlackBr,DivValSAsBr,DivValpersBr,DivValpersUni,DivValProm,DivValInstr1,DivValInstr2R,DivValpersContact1,DivValInstr3,DivValInstr4,DivValpersContact2R,DivValInstr5,AffBlWarm,AffBlNeg,AffSAsWarm,AffSAsNeg,AffWhWarm,AffWhNeg,SCMBlConfident,SCMBlSincere,SCMBlCompetent,SCMBlWarm,SCMSAsConfident,SCMSAsSincere,SCMSAsCompetent,SCMSAsWarm,SCMWhConfident,SCMWhSincere,SCMWhCompetent,SCMWhWarm,nWhExpWhComplimented,nWhExpWhRidiculed,nWhExpWhMadeFeelUnwanted,nWhExpWhVerbAbused,nWhExpWhBefriended,nWhExpWhMadeFeelWelcome,nWhExpWhIntimidated,nWhExpWhSupported,nWhExpWhThreathened,nWhExpWhHelped,nWhExtConNum,nWhExtConPerc,nWhSelfDiscWorry,nWhSelfDiscFeel,nWhAnxHallUnhappy,nWhAnxHallPleased,nWhAnxHallTense,nWhEmpathy1,nWhEmpathy2,nWhPerspTak1,nWhPerspTak2,nWhPerspTak3,nWhPerspTak4R,nWhPerspTak5R,nWhBelDirections,nWhBelDancing,nWhEthnId1,nWhEthnId2,nWhEthnId3,nWhEthnId4,nWhWhPriv1,nWhWhPriv2R,nWhSterWhPriviliged,nWhSterWhSupportive,nWhSterWhArrogant,nWhSterWhPrejudiced,Rubbish8,nWhExpComfortable,nWhExpSuspicious,nWhExpAwkward,nWhExpSecure,nWhExpThreatened,nWhExpConfident,nWhUnfavWh,WhExpBlComplimented,WhExpBlRidiculed,WhExpBlMadeFeelUnwanted,WhExpBlVerbAbused,WhExpBlBefriended,WhExpBlMadeFeelWelcome,WhExpBlIntimidated,WhExpBlSupported,WhExpBlThreathened,WhExpBlHelped,WhExtConNum,WhExtConPerc,WhSelfDiscWorry,WhSelfDiscFeel,WhAnxHallUnhappy,WhAnxHallPleased,WhAnxHallTense,WhEmpathy1,WhEmpathy2,WhPerspTak1,WhPerspTak2,WhPerspTak3,WhPerspTak4R,WhPerspTak5R,WhBelDirections,WhBelDancing,WhEthnId1,WhEthnId2,WhEthnId3,WhEthnId4,WhGuilt1,WhGuilt2,WhWhPriv1,WhWhPriv2R,WhSterWhPriviliged,WhSterWhSupportive,WhSterWhArrogant,WhSterWhPrejudiced,WhMetaSterWhPriviliged,WhMetaSterWhSupportive,WhMetaSterWhArrogant,WhMetaSterWhPrejudiced,Rubbish1,WhExpComfortable,WhExpSuspicious,WhExpAwkward,WhExpSecure,WhExpThreatened,WhExpConfident,WhUnfavSAsBr,WhUnfavBlBr,FrequDiscrLabour,FrequDiscrPolice,FrequDiscrFellWhEmpl,FrequDiscrFaculty,FrequDiscrGlaring,FrequDiscrSlurs,FrequDiscrPubs,Rubbish2,Rubbish3,Rubbish4,Rubbish5,MedWealthAfrCar,Rubbish6,SharAfrCarFirstTwoOne,AttribAbility,AttribEduOpps,AttribRespect,PrejBelNoLonger,PrejBelNoFav,PrejBelLessDes,PrejBelUnequOpps,PrejBelLackResp,RAS2,RAS3,RAS4R,RAS5R,RAS6,RAS7R,RAS8,RAS9R,RAS10R,RAS11,PAuth1,PAuth2R,PAuth3R,PAuth4R,PAuth5R,PAuth6R,PAuth7R,PAuth8,PAuth9R,PAuth10R,SelfDec1R,SelfDec2,SelfDec3R,SelfDec4,SelfDec5R,SelfDec6,SelfDec7,SelfDec8R,MotUnprejExt1,MotUnprejInt1,MotUnprejExt2,MotUnprejInt2,MotUnprejInt3,MotUnprejExt3,ID,PercDone
20,2,10,1,,2,5,6,7,6,5,4,7,6,3,7,7,3,4,2,7,7,7,2,5,4,4,7,6,6,6,1,1,1,1,1,1,1,1,6,6,7,6,5,4,6,7,3,3,3,3,3,3,1,7,10,0,80,10,0,10,10,70,10,0,7,7,7,7,6,6,6,6,7,6,7,2,6,6,7,2,6,5,1,5,1,5,1,7,7,7,7,7,7,7,7,7,6,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,1,1,6,6,1,6,1,6,3,60,6,3,1,5,1,6,6,3,2,1,4,5,6,1,3,6,2,7,6,6,6,6,62,72,34,31,30,49,8,64, ,7,1,2,6,2,6,1,1,4,7,5,5,4,5,6,30,70,30,70,30000,70,70,2,4,2,2,5,5,6,4,4,4,4,4,3,4,3,4,4,3,2,2,4,4,4,3,4,2,4,5,8,8,6,1,6,4,5,5,2,5,3,5,5,3,943666538,100
19,1,10,1,,1,5,4,5,4,4,1,7,6,7,6,5,5,5,2,4,4,4,4,4,4,6,5,6,3,4,3,5,3,4,4,4,4,5,6,6,6,6,4,6,5,7,3,3,1,3,3,4,,4,5,30,60,0,5,5,5,85,0,5,5,5,5,5,5,5,5,6,6,6,6,3,5,6,7,3,6,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,3,3,5,5,4,4,3,4,idk,,5,4,3,3,3,4,6,4,2,2,4,4,6,3,2,4,4,6,5,6,5,3,50,64,37,39,63,51,67,70,,4,4,4,4,4,4,4,4,,,,,,,,300,0.56,300,056,300000,0.56,56,1,5,1,3,2,6,6,2,3,2,4,4,4,4,3,4,5,3,4,2,4,4,4,3,4,2,3,3,3,3,4,2,4,3,2,4,,6,5,7,7,4,849230304,100
20,2,10,1,,1,3,5,7,2,2,1,6,6,5,7,5,6,6,2,5,5,3,6,6,5,2,3,7,6,4,5,3,2,3,5,3,3,5,4,5,5,4,2,6,5,5,3,3,4,3,3,3,,7,0,0,95,5,0,2,0,98,0,0,6,6,6,6,5,5,4,5,5,5,5,4,4,4,4,4,4,4,2,4,2,4,2,4,4,4,4,5,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,1,5,5,1,5,1,5,3,33,6,4,3,3,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,66,67,72,83,42,63,55,56,,6,2,2,6,2,6,4,4,4,4,4,4,4,4,4,200,78,200,78,200000,78,78,3,3,3,4,4,4,4,4,3,4,4,4,4,3,3,4,3,2,2,3,4,3,5,2,5,2,2,1,4,3,3,8,3,2,8,4,4,4,4,4,4,4,707492098,100
26,2,10,1,,1,4,4,7,4,6,1,7,7,7,7,7,7,7,2,7,7,7,7,7,5,5,7,7,2,3,1,1,1,1,1,1,1,1,4,7,7,4,4,4,4,4,3,1,3,3,2,6,5,5,50,0,50,0,0,0,10,90,0,0,4,4,4,4,3,2,2,7,7,3,4,4,6,4,7,1,4,5,1,2,4,3,3,7,4,4,5,7,1,1,1,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,4,1,1,1,2,i dont know,51,7,7,3,3,3,7,7,5,5,5,3,4,7,1,1,2,1,6,2,2,5,4,50,50,81,62,55,55,72,89,respected more,7,2,2,5,2,5,7,1,5,5,5,5,5,5,5,250000,0.8,250000,08,250000,0.8,80,3,4,2,3,1,2,2,3,1,4,5,3,5,1,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,4,4,6,4,507219689,100
18,2,10,1,,1,3,3,4,4,4,3,5,5,5,4,4,3,5,1,6,5,6,4,5,3,7,6,7,6,5,3,2,2,2,4,4,4,3,5,5,6,4,4,6,6,7,3,3,3,3,3,6,2,7,10,5,75,7,3,35,5,55,4,1,6,6,7,7,5,5,5,6,5,4,6,3,5,4,6,2,5,5,1,5,1,5,1,7,5,7,4,5,5,7,6,7,5,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,5,4,5,5,7,4,1,5,5,50,4,4,3,3,4,7,7,4,3,3,4,4,7,1,4,6,4,4,4,4,5,4,65,50,18,21,79,72,57,50,Proud,6,1,2,5,2,5,3,3,4,4,4,4,4,4,4,300000,70,300000,70,300000,70,70,3,3,3,3,3,3,4,1,2,3,4,4,4,4,3,5,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,396464885,100
20,2,14,1,,1,7,6,6,6,1,4,7,4,5,6,6,1,4,2,7,6,6,5,7,5,7,7,6,5,6,2,2,1,1,1,4,5,4,6,6,7,6,3,5,6,6,2,3,4,4,3,2,7,6,10,40,40,10,,10,60,20,10,,6,6,6,6,5,7,7,7,6,6,7,1,6,7,7,2,7,5,1,5,1,5,1,6,6,7,7,5,7,7,7,6,6,7,7,5,1,1,1,7,5,2,7,1,7,10,95,6,4,1,4,1,7,7,6,6,6,2,2,7,7,4,4,4,4,4,2,92,92,25,8,-,7,1,2,7,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,3,5,5,5,3,250000,60,250000,60,250000,60,60,2,5,3,3,4,5,4,2,3,4,5,3,3,4,1,4,4,3,1,5,5,4,4,4,5,1,4,4,8,4,2,3,3,2,4,8,4,4,4,4,7,4,565737589,100
19,2,12,3,,1,7,5,5,2,1,3,7,5,3,1,1,5,3,2,6,5,1,1,7,7,7,5,7,3,5,2,1,2,2,2,4,4,4,7,7,5,7,4,7,7,7,4,4,4,4,4,,,,0,0,80,20,0,0,0,80,0,20,7,7,7,7,5,6,6,6,7,7,5,3,7,7,7,1,6,3,3,3,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,1,1,6,6,2,5,1,5,0.5,77,6,5,2,3,2,5,7,2,2,3,2,1,6,4,6,6,6,6,2,3,7,1,70,70,40,30,90,40,32,10,threatened ,6,2,2,4,4,4,6,2,7,7,3,2,3,6,5,200,0.084722222,200,00847222222222222,200000,0.084722222,8.472222222,2,3,2,1,1,1,1,4,3,2,5,5,5,5,3,5,4,4,2,2,4,3,5,4,2,2,4,3,5,4,5,3,3,2,4,8,6,6,4,5,6,2,362099496,100
18,2,10,1,,1,2,5,6,4,4,5,7,5,5,5,5,7,3,2,7,6,6,2,7,7,7,7,7,3,6,2,2,2,5,2,5,5,5,5,6,6,6,3,5,4,7,3,3,3,3,3,,7,7,10,20,50,10,10,5,5,80,5,5,7,7,7,7,6,6,6,6,6,4,6,2,5,6,6,3,6,5,1,5,1,5,1,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,1,2,1,2,0,92,4,1,1,5,1,6,7,4,5,1,4,4,7,1,1,7,1,7,2,3,6,2,60,60,60,40,80,30,74,75,,5,1,2,7,1,5,1,1,4,4,2,2,2,3,5,325,78,325,78,325000,78,78,3,3,2,4,2,5,5,1,3,3,3,3,3,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,4,3,6,1,6,4,4,8,2,5,2,5,5,2,693567813,100
,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36919382,5
18,1,10,1,,1,5,4,4,2,3,2,7,6,6,5,6,5,6,2,6,7,6,4,5,3,6,7,6,4,3,5,2,4,3,1,5,3,1,5,5,4,6,5,6,7,7,3,3,3,3,1,3,,5,15,10,45,15,15,10,0,80,5,5,4,5,6,7,4,4,4,5,5,4,5,2,5,6,6,2,5,4,2,4,2,4,3,5,4,5,4,4,5,5,5,5,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,1,4,4,4,3,1,5,1,30,5,4,3,3,4,6,7,4,3,3,5,5,6,4,3,3,2,4,7,6,7,1,70,25,40,50,90,20,50,90,Ignorant,4,2,4,4,3,2,5,5,4,5,6,4,6,5,6,300,0.75,300,075,300000,0.75,75,2,3,2,2,2,3,3,1,3,2,4,4,3,4,2,4,4,3,4,2,4,4,5,4,4,2,4,1,4,2,5,1,4,2,8,3,3,6,3,6,6,4,380448038,100
19,2,10,1,,1,6,4,6,6,4,3,2,5,4,6,6,7,6,1,7,7,7,4,7,5,7,7,7,7,5,1,4,1,1,5,5,1,4,6,6,6,5,4,4,5,5,3,3,3,3,3,5,3,2,30,10,60,0,0,2,1,97,0,0,6,6,6,6,5,6,4,7,7,5,6,3,5,5,5,2,6,4,2,4,2,4,2,5,4,4,4,5,4,4,4,5,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,2,1,1,6,1,6,1,6,8,60,6,5,3,4,4,6,7,5,4,2,3,3,6,1,2,5,2,7,1,2,2,2,85,72,66,23,97,56,75,39,,6,2,2,5,1,5,4,2,5,7,5,5,5,7,4,300,0.66,300,066,300000,0.66,66,3,3,3,3,2,4,5,2,2,1,4,3,2,4,3,4,4,3,2,2,5,4,2,2,4,3,3,4,3,3,4,2,3,3,4,4,2,5,5,5,5,4,833671670,100
22,1,7,3,,2,5,3,3,3,4,5,4,4,4,4,3,4,4,2,3,2,3,2,5,5,6,5,5,10,5,1,1,2,2,1,1,1,2,6,5,7,5,5,7,6,6,4,1,3,3,4,7,4,3,30,0,10,0,60,15,0,30,0,55,,,,,6,5,6,5,6,5,5,5,5,5,5,5,5,5,1,3,3,1,5,7,5,5,7,3,5,5,3,5,3,3,1,4,6,2,2,5,4,4,5,2,5,2,64,4,4,4,3,3,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,58,59,53,92,,3,4,2,5,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,5,5,2,,78,,78,,78,78,3,3,3,4,4,4,4,4,,4,3,3,4,3,3,3,5,4,1,1,1,1,2,2,2,2,2,2,8,5,2,2,3,3,3,3,4,4,5,5,5,5,780908120,100
20,2,7,1,,2,5,7,6,2,2,2,7,4,4,4,3,6,3,2,5,3,3,1,7,7,6,6,5,7,5,5,2,2,2,2,4,4,4,5,6,5,5,4,7,7,7,4,4,3,2,4,,4,5,0,10,65,0,25,0,0,85,0,15,5,5,6,5,3,4,5,6,7,5,4,5,6,3,4,3,4,4,2,4,2,4,2,3,6,5,6,6,6,5,7,6,5,5,5,6,3,3,2,5,6,4,5,1,4,2,25,6,6,2,4,2,6,6,5,4,3,3,3,5,4,6,5,3,3,5,3,71,75,43,51,,6,2,3,4,1,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,6,4,6,7,5,270000,81,270000,81,270000,81,81,2,4,2,2,2,3,4,3,4,2,5,3,4,2,2,4,5,3,2,2,4,4,2,4,4,2,4,2,5,5,5,8,6,4,4,4,2,7,3,5,6,3,222397509,100
19,2,1,1,,1,5,6,5,4,7,1,7,6,7,7,7,7,7,1,5,4,5,4,6,7,1,6,6,4,5,3,4,1,1,4,4,3,3,6,6,6,7,2,7,6,7,1,4,1,1,1,7,2,7,60,5,5,25,5,45,10,15,20,10,7,7,7,7,3,6,4,7,6,4,6,2,6,6,6,1,6,5,1,3,3,4,3,7,5,7,6,4,4,5,3,4,5,3,4,5,5,4,3,6,4,4,4,2,5,2,20,3,5,4,3,2,6,7,4,5,3,5,5,6,6,7,6,7,6,6,1,86,50,62,61,Naive and uneducated on certain issues,4,6,4,5,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,7,6,7,7,6,96,85,96,85,96000,85,85,1,5,1,2,1,6,7,2,4,4,4,3,3,4,3,4,5,4,1,4,3,3,4,3,5,1,4,5,4,3,,8,2,5,5,2,1,6,1,7,7,1,600936091,100
19,1,12,1,,1,5,4,6,5,3,5,5,3,4,6,6,2,4,2,6,7,5,4,6,5,7,6,7,,6,1,3,2,6,3,1,5,1,6,6,4,4,3,4,5,4,3,4,4,4,4,,,4,18,2,50,10,20,18,5,70,5,2,6,7,6,7,3,6,3,6,7,4,6,2,7,5,7,1,7,4,2,4,2,4,3,6,5,6,7,5,5,5,5,5,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,2,2,4,6,2,6,2,6,2,47,6,6,2,4,2,6,6,,4,4,2,2,7,4,1,3,1,3,1,3,5,5,90,40,70,70,30,78,87,80,Snobby ,6,3,2,6,2,6,1,1,,3,3,3,6,4,6,200,78,200,78,200000,78,78,4,2,3,4,2,2,2,3,5,5,3,4,5,5,4,5,5,5,1,5,5,4,2,3,5,1,5,5,8,3,2,5,1,4,5,5,3,1,5,1,1,4,513492113,100
19,2,5,3,,1,2,7,7,4,3,1,7,2,7,7,7,4,6,2,6,3,6,7,7,2,6,7,7,2,3,3,3,3,3,3,3,3,3,6,5,7,7,4,7,7,7,4,2,4,4,4,1,5,2,1,20,40,8,30,0,0,0,0,100,6,6,6,6,2,6,6,7,7,2,4,4,4,4,4,4,4,4,2,4,2,4,2,6,5,5,5,6,6,5,6,7,5,6,4,4,4,4,4,4,4,4,4,4,4,4,21,3,5,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,91,79,67,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,5,5,6,6,6,200000,70,200000,70,200000,70,70,3,3,3,4,5,2,2,2,4,1,4,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,4,4,4,4,4,4,574852084,100
19,1,5,1,,1,6,3,4,2,1,1,6,4,3,7,6,7,4,2,4,5,5,2,5,6,6,4,6,6,3,4,,3,4,4,3,2,4,4,3,3,4,2,4,4,5,4,3,2,2,4,4,5,4,10,20,30,30,10,30,10,40,20,0,6,3,3,3,5,5,5,5,5,5,4,2,2,2,4,6,4,4,2,4,2,4,2,6,6,4,4,4,5,4,5,5,3,3,3,4,3,1,1,6,6,1,3,1,4,99,77,2,2,4,2,2,2,2,5,5,5,3,4,2,2,6,5,4,5,,3,30,40,50,50,conceited ,5,5,3,3,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,4,5,3,2,200000,78,200000,78,200000,78,78,4,2,2,3,6,4,4,3,4,4,4,3,3,4,3,3,4,3,2,3,3,2,,4,3,2,3,2,4,3,2,4,3,3,3,2,3,4,4,4,5,5,524591050,100
20,2,10,1,,1,4,6,7,4,3,1,7,7,7,7,7,5,6,2,6,7,5,5,7,7,7,7,7,5,5,1,1,1,4,1,3,4,4,4,4,4,5,6,7,7,7,4,3,3,3,3,3,1,7,10,0,80,0,10,20,0,80,0,0,5,5,6,7,4,4,4,4,6,5,2,7,3,1,1,3,2,5,1,5,1,5,1,6,5,7,5,5,5,5,5,4,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,1,4,4,1,4,1,4,1,10,2,3,2,3,2,4,1,4,4,1,4,4,6,1,6,6,3,7,2,7,5,2,59,52,52,69,81,24,65,50,Rude,6,1,3,4,1,4,5,5,4,4,4,4,6,5,5,220,78,220,78,220000,78,78,2,3,2,2,2,5,5,2,3,1,4,3,3,3,3,3,3,3,4,4,3,3,3,3,3,5,3,5,4,3,5,8,4,4,4,1,5,6,1,6,6,1,366637802,100
18,2,10,1,,1,5,2,5,4,2,2,6,5,4,4,5,7,5,2,6,4,5,5,7,3,6,6,6,3,5,4,1,1,1,1,3,1,1,6,6,6,7,5,5,6,7,3,3,4,3,3,6,5,7,20,20,50,5,5,10,20,50,5,15,5,6,6,7,5,5,5,6,6,4,6,2,5,5,6,2,6,4,2,4,2,4,2,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,3,2,5,5,4,6,1,6,3,60,6,6,2,3,2,6,6,2,2,2,3,4,6,1,7,6,4,7,5,5,7,1,90,70,40,40,100,70,40,45,Basic,2,6,5,2,6,3,3,3,6,6,5,5,5,5,4,250,0.6,250,06,250000,0.6,60,2,4,2,2,4,6,6,4,4,2,5,5,3,4,3,4,4,3,2,2,4,4,3,4,4,1,4,2,4,8,4,1,2,2,8,4,3,6,3,6,6,2,489080532,100
19,2,10,1,,1,3,4,6,3,2,2,7,6,6,5,5,4,3,1,3,4,4,2,6,5,3,5,7,5,4,5,1,1,3,2,2,4,4,4,6,5,7,5,7,6,7,3,,,,,,,,20,0,80,0,0,2,8,90,0,0,6,5,6,6,5,6,6,6,6,4,4,4,6,3,2,1,5,5,1,5,1,5,1,4,5,6,5,6,4,5,5,7,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,6,5,5,3,6,6,6,6,2,6,5,5,2,4,2,6,6,5,4,4,5,3,6,5,4,3,5,5,6,5,6,2,61,74,32,28,35,65,34,26,Selfish,6,2,3,5,2,6,2,2,6,7,4,3,6,5,5,100000,60,100000,60,100000,60,60,2,5,2,2,2,6,6,2,4,3,5,5,4,4,2,4,4,3,1,4,4,3,3,5,4,3,4,5,3,4,6,8,5,3,8,5,2,1,1,7,7,1,90124290,100
19,2,5,1,,1,2,7,7,7,5,1,7,5,3,6,6,1,5,2,5,5,3,1,7,7,7,7,7,1,5,1,1,1,4,1,1,4,1,7,7,6,7,4,7,7,7,3,3,3,3,1,6,6,7,20,30,49,0,1,2,50,48,0,0,7,7,7,7,5,7,6,7,7,5,7,1,7,7,7,1,7,3,3,3,3,3,3,6,6,5,5,5,2,5,2,5,3,4,4,7,2,2,2,7,7,3,6,1,4,2,100,7,7,4,3,2,5,5,3,3,3,4,4,7,1,5,5,5,2,7,1,90,90,30,70,Opinionated about beliefs of other ethnicities  ,4,4,4,4,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,6,6,7,6,7,"172, 500",0.82,172500,082,172500,0.82,82,1,5,1,1,1,7,7,1,5,5,5,4,5,5,4,5,5,5,2,1,5,4,5,5,4,2,5,1,4,6,6,1,1,5,4,6,1,7,1,7,6,1,85081075,100
19,2,10,1,,1,6,2,5,4,2,7,7,6,6,7,6,4,4,2,6,5,5,4,7,7,6,6,7,7,3,3,3,3,3,3,3,3,3,2,3,2,6,4,3,5,5,3,3,3,1,3,4,,5,10,0,80,10,0,20,0,50,10,20,5,5,6,6,4,4,4,6,6,5,5,5,5,5,5,2,4,5,1,5,1,4,2,6,6,6,5,4,4,4,4,5,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,2,4,4,3,4,3,4,1,11,7,5,2,4,1,5,5,5,5,4,3,3,3,3,3,3,3,4,5,5,5,3,75,72,80,31,62,73,51,31,Snobs,6,2,2,4,2,6,5,5,4,4,4,4,4,4,4,325000,90,325000,90,325000,90,90,2,3,2,3,4,4,4,4,3,2,2,3,3,2,4,3,3,3,4,4,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,960754192,100
20,2,10,1,,2,2,6,7,6,4,1,7,6,7,1,2,4,6,1,6,1,5,3,6,2,6,4,6,7,4,1,4,2,4,3,5,5,3,5,4,7,3,6,2,6,6,4,3,3,2,1,2,2,2,0,0,100,0,0,0,0,100,40,0,5,5,5,4,4,6,5,6,6,4,4,4,6,5,6,4,6,5,1,5,1,5,1,7,6,6,5,6,5,6,6,6,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,5,5,5,6,5,6,4,6,1,75,6,7,1,5,1,7,7,7,7,6,7,5,7,5,6,7,6,6,6,5,5,5,59,65,79,92,85,91,14,73,,5,4,5,6,6,6,5,6,1,2,2,2,3,2,2,24000,40,24000,40,24000,40,40,4,4,4,4,6,4,6,6,3,2,4,5,2,2,2,3,3,5,4,4,2,4,2,5,3,5,2,4,3,5,3,2,5,4,3,5,4,6,5,5,6,6,946814300,100
20,2,10,1,,1,2,5,6,7,6,1,7,1,2,4,4,6,4,2,5,6,6,2,7,5,6,7,7,3,3,1,2,4,1,1,4,1,4,6,7,7,7,6,7,7,7,3,3,3,3,4,1,,2,0,10,65,15,10,2,,93,5,0,4,5,6,6,5,7,6,7,7,5,7,1,6,7,7,1,7,3,3,3,3,3,3,6,5,6,5,5,6,6,6,6,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,1,3,3,1,3,1,3,2,29,7,6,3,2,4,7,7,5,3,2,1,2,7,1,2,2,2,6,7,7,7,1,57,47,69,80,63,35,90,93,,4,3,5,3,1,3,4,4,6,6,6,5,7,7,6,220000,65,220000,65,220000,65,65,1,5,1,1,1,7,7,2,4,5,5,3,5,4,4,5,5,3,3,1,5,4,4,4,3,2,4,5,2,2,6,1,6,8,8,6,3,6,3,7,7,3,35087998,100
42,2,10,1,,1,7,1,5,5,2,5,6,2,2,4,2,1,2,2,2,1,1,1,1,1,1,1,2,5,2,4,5,2,5,6,4,4,4,3,3,3,2,2,3,3,5,3,3,3,3,3,,,,5,0,80,0,15,0,0,100,0,0,4,4,5,4,4,3,3,4,4,4,5,2,2,3,2,6,3,3,3,3,3,3,3,7,5,5,4,6,3,6,4,5,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,2,1,1,1,2,0,,7,7,2,3,2,4,4,1,1,1,6,6,7,1,1,2,1,4,2,4,4,5,50,50,75,80,90,52,89,100,,5,3,3,4,3,4,5,5,5,6,5,3,3,4,4,300000,78,300000,78,300000,78,78,3,3,3,2,2,3,2,1,3,4,5,4,5,4,4,5,3,2,4,1,2,2,2,1,1,4,3,4,6,3,6,1,5,1,5,6,3,3,2,2,3,4,50431531,100
